TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Cluster
24.19,Debit,San Diego,ATM,Dewasa Muda,Engineer,28,1,2756.2,2024-11-04 08:07:26,1
586.85,Debit,Mesa,ATM,Dewasa,Doctor,86,1,6655.15,2024-11-04 08:12:18,2
372.41,Debit,San Diego,ATM,Lansia Muda,Retired,143,1,3233.87,2024-11-04 08:06:34,1
63.17,Debit,Fresno,ATM,Dewasa Muda,Student,148,1,1676.57,2024-11-04 08:07:18,1
383.69,Debit,Colorado Springs,Online,Lansia Muda,Engineer,285,1,8371.11,2024-11-04 08:10:03,2
247.17,Credit,Chicago,Branch,Lansia,Retired,149,1,2611.64,2024-11-04 08:07:43,1
48.78,Credit,Kansas City,Branch,Dewasa Muda,Student,136,1,552.06,2024-11-04 08:10:11,1
4.15,Credit,Omaha,Branch,Lansia Muda,Retired,119,1,6017.36,2024-11-04 08:09:48,2
60.99,Debit,Oklahoma City,Branch,Dewasa,Engineer,58,1,7281.46,2024-11-04 08:07:51,2
408.19,Debit,Mesa,Branch,Dewasa Muda,Engineer,241,1,6847.47,2024-11-04 08:08:29,2
524.6,Debit,El Paso,Branch,Lansia Muda,Doctor,76,1,13017.7,2024-11-04 08:09:46,0
108.96,Debit,Milwaukee,ATM,Dewasa Muda,Student,247,1,7597.66,2024-11-04 08:06:40,2
70.03,Debit,Nashville,Branch,Lansia Muda,Retired,49,1,7330.31,2024-11-04 08:07:55,2
124.84,Debit,Louisville,Online,Lansia Muda,Retired,79,1,6711.78,2024-11-04 08:11:28,2
324.04,Debit,Virginia Beach,ATM,Lansia Muda,Retired,30,1,2248.06,2024-11-04 08:08:07,1
39.69,Debit,Austin,Online,Lansia,Retired,163,1,3524.68,2024-11-04 08:07:44,1
157.7,Credit,Omaha,Branch,Lansia Muda,Engineer,46,1,8332.58,2024-11-04 08:11:00,2
81.27,Credit,Seattle,Online,Dewasa Muda,Student,68,1,1814.48,2024-11-04 08:10:47,1
193.82,Debit,Kansas City,Branch,Dewasa,Engineer,176,1,3886.77,2024-11-04 08:12:09,1
16.73,Debit,Omaha,Online,Lansia,Retired,165,1,7591.13,2024-11-04 08:08:04,2
474.05,Debit,San Jose,ATM,Lansia Muda,Retired,214,1,1484.31,2024-11-04 08:10:46,1
39.21,Debit,Miami,ATM,Lansia,Doctor,245,4,9385.57,2024-11-04 08:11:52,0
637.75,Debit,Dallas,Branch,Lansia,Retired,152,1,4202.92,2024-11-04 08:08:51,2
153.59,Credit,Portland,Branch,Lansia,Retired,174,1,4813.12,2024-11-04 08:09:43,2
186.6,Debit,Tucson,Branch,Dewasa Muda,Student,139,1,9716.68,2024-11-04 08:10:37,0
644.08,Debit,Atlanta,Online,Dewasa Muda,Student,55,1,1980.62,2024-11-04 08:07:18,1
226.66,Debit,Austin,Branch,Dewasa,Doctor,168,1,10216.25,2024-11-04 08:07:45,0
305.0,Debit,Phoenix,ATM,Dewasa Muda,Student,222,1,944.83,2024-11-04 08:06:50,1
233.1,Credit,Nashville,Branch,Dewasa,Doctor,37,1,7469.2,2024-11-04 08:11:39,2
793.13,Debit,Memphis,Online,Lansia,Doctor,76,1,13389.16,2024-11-04 08:09:45,0
224.19,Debit,Houston,ATM,Lansia Muda,Doctor,93,1,8475.47,2024-11-04 08:07:34,2
214.83,Credit,Tucson,ATM,Dewasa Muda,Student,63,1,991.69,2024-11-04 08:11:45,1
163.46,Credit,Baltimore,Branch,Lansia Muda,Retired,111,1,6953.8,2024-11-04 08:11:32,2
194.99,Debit,Jacksonville,Branch,Dewasa,Engineer,91,1,1370.03,2024-11-04 08:07:50,1
23.4,Debit,El Paso,ATM,Dewasa,Doctor,175,4,14851.28,2024-11-04 08:07:14,0
227.5,Debit,Sacramento,Online,Dewasa,Doctor,277,1,11505.35,2024-11-04 08:11:35,0
259.9,Debit,Oklahoma City,Online,Dewasa Muda,Student,100,1,914.28,2024-11-04 08:07:29,1
59.51,Credit,Dallas,Online,Dewasa,Doctor,55,1,9955.88,2024-11-04 08:12:18,0
50.63,Debit,Columbus,Online,Lansia Muda,Retired,143,1,4732.81,2024-11-04 08:12:22,2
1074.95,Debit,Jacksonville,Branch,Dewasa Muda,Student,91,1,530.86,2024-11-04 08:09:58,1
112.94,Credit,San Antonio,Online,Lansia,Retired,31,1,3807.84,2024-11-04 08:07:19,1
11.81,Debit,Phoenix,ATM,Dewasa Muda,Student,131,1,320.25,2024-11-04 08:07:53,1
329.14,Debit,Sacramento,Branch,Lansia Muda,Doctor,14,1,12033.92,2024-11-04 08:09:00,0
154.24,Debit,Mesa,ATM,Lansia Muda,Retired,82,1,6109.55,2024-11-04 08:08:33,2
233.44,Debit,Chicago,Online,Dewasa Muda,Student,297,1,1691.88,2024-11-04 08:07:54,1
141.8,Debit,Chicago,ATM,Dewasa Muda,Student,116,1,1697.67,2024-11-04 08:08:34,1
209.03,Debit,Detroit,Branch,Lansia Muda,Engineer,126,1,8359.5,2024-11-04 08:10:58,2
1137.63,Debit,Baltimore,ATM,Dewasa Muda,Student,144,1,1629.12,2024-11-04 08:08:03,1
261.14,Debit,San Antonio,ATM,Dewasa,Engineer,162,1,6100.08,2024-11-04 08:08:53,2
101.81,Debit,Fort Worth,ATM,Dewasa,Doctor,105,1,13872.03,2024-11-04 08:11:23,0
98.71,Debit,Fort Worth,ATM,Dewasa,Doctor,117,1,10095.23,2024-11-04 08:07:42,0
87.38,Debit,Atlanta,Branch,Dewasa Muda,Student,252,1,1504.99,2024-11-04 08:09:45,1
83.39,Debit,Omaha,Branch,Dewasa,Doctor,158,1,13182.11,2024-11-04 08:12:20,0
267.55,Debit,Charlotte,Online,Dewasa,Engineer,40,1,4330.04,2024-11-04 08:12:03,2
870.05,Debit,El Paso,ATM,Dewasa Muda,Doctor,39,1,905.25,2024-11-04 08:11:02,1
154.32,Credit,Tucson,ATM,Dewasa,Engineer,269,1,6972.5,2024-11-04 08:11:43,2
164.51,Debit,Louisville,Branch,Lansia,Retired,110,1,3553.69,2024-11-04 08:07:10,1
758.12,Debit,San Francisco,ATM,Lansia,Retired,90,1,6164.65,2024-11-04 08:11:14,2
103.76,Debit,Kansas City,Online,Dewasa Muda,Engineer,188,1,9626.14,2024-11-04 08:11:31,0
583.92,Debit,Kansas City,Online,Lansia Muda,Engineer,139,1,6364.14,2024-11-04 08:06:32,2
204.06,Debit,Washington,Online,Lansia,Retired,159,1,4351.83,2024-11-04 08:07:22,2
53.51,Debit,New York,Online,Lansia Muda,Retired,165,1,5773.5,2024-11-04 08:11:18,2
1108.46,Debit,Los Angeles,Branch,Dewasa,Engineer,262,1,9257.04,2024-11-04 08:06:36,0
52.95,Credit,Charlotte,Online,Lansia,Retired,14,1,6335.58,2024-11-04 08:07:52,2
120.17,Debit,Portland,ATM,Dewasa,Doctor,105,1,5403.79,2024-11-04 08:11:50,2
220.8,Debit,Indianapolis,Online,Dewasa,Engineer,28,1,8135.31,2024-11-04 08:10:00,2
119.01,Debit,Philadelphia,ATM,Dewasa,Doctor,87,1,9798.26,2024-11-04 08:09:17,0
183.32,Debit,Raleigh,ATM,Dewasa Muda,Student,74,1,137.42,2024-11-04 08:09:31,1
858.88,Debit,Jacksonville,Online,Lansia Muda,Engineer,227,1,7015.46,2024-11-04 08:12:11,2
11.46,Credit,San Francisco,Online,Dewasa,Engineer,128,1,2356.71,2024-11-04 08:09:16,1
61.37,Debit,Columbus,Branch,Lansia,Retired,164,1,4294.44,2024-11-04 08:10:55,2
103.08,Credit,Milwaukee,Branch,Dewasa,Engineer,150,1,9251.38,2024-11-04 08:06:42,0
1.21,Debit,Atlanta,Branch,Lansia Muda,Retired,196,1,7542.74,2024-11-04 08:11:34,2
425.18,Credit,Colorado Springs,Online,Dewasa Muda,Engineer,172,1,9880.71,2024-11-04 08:08:39,0
60.96,Debit,Colorado Springs,ATM,Lansia Muda,Retired,238,1,6189.24,2024-11-04 08:09:58,2
64.21,Debit,Omaha,ATM,Lansia Muda,Doctor,37,1,12540.18,2024-11-04 08:09:24,0
523.02,Debit,Jacksonville,Online,Lansia Muda,Retired,83,1,4586.11,2024-11-04 08:06:38,2
50.26,Debit,Las Vegas,Branch,Lansia,Retired,164,1,1519.38,2024-11-04 08:10:47,1
110.08,Debit,Detroit,Branch,Dewasa Muda,Student,95,1,1447.26,2024-11-04 08:08:19,1
54.47,Credit,Philadelphia,Branch,Dewasa Muda,Student,34,1,1131.42,2024-11-04 08:11:15,1
79.76,Debit,Kansas City,Online,Lansia,Doctor,115,1,10278.75,2024-11-04 08:08:14,0
16.79,Credit,Detroit,Online,Dewasa,Doctor,146,1,535.15,2024-11-04 08:11:01,1
1531.31,Debit,San Diego,Online,Dewasa Muda,Student,62,4,859.86,2024-11-04 08:06:40,1
68.62,Debit,Omaha,Branch,Dewasa Muda,Doctor,157,1,13891.47,2024-11-04 08:10:59,0
157.16,Debit,New York,Branch,Dewasa Muda,Student,280,1,1545.77,2024-11-04 08:07:27,1
643.38,Credit,Detroit,Online,Dewasa Muda,Student,105,1,1046.74,2024-11-04 08:12:01,1
328.34,Credit,San Diego,Online,Dewasa,Engineer,31,1,2840.45,2024-11-04 08:09:00,1
72.68,Debit,Seattle,Online,Lansia,Retired,44,1,6216.77,2024-11-04 08:10:20,2
354.76,Debit,Detroit,Branch,Lansia Muda,Doctor,279,1,10141.92,2024-11-04 08:07:39,0
793.88,Credit,Los Angeles,ATM,Dewasa Muda,Student,252,1,1404.06,2024-11-04 08:07:13,1
29.22,Debit,Detroit,ATM,Dewasa Muda,Engineer,69,1,7795.79,2024-11-04 08:10:28,2
653.97,Debit,Miami,Online,Dewasa,Engineer,100,1,3886.65,2024-11-04 08:11:57,1
366.43,Credit,Portland,Online,Dewasa Muda,Student,92,1,1560.45,2024-11-04 08:09:38,1
120.86,Debit,Colorado Springs,Online,Dewasa,Doctor,162,4,13566.58,2024-11-04 08:11:48,0
233.74,Debit,Boston,Online,Lansia,Retired,142,1,4749.54,2024-11-04 08:06:27,2
471.84,Debit,Raleigh,ATM,Dewasa Muda,Student,138,1,1044.33,2024-11-04 08:08:45,1
213.4,Credit,Fort Worth,Branch,Lansia,Retired,100,1,2012.24,2024-11-04 08:09:27,1
254.21,Debit,Phoenix,ATM,Dewasa,Engineer,46,1,2487.2,2024-11-04 08:10:50,1
577.73,Debit,San Jose,ATM,Dewasa,Doctor,63,1,14977.99,2024-11-04 08:06:37,0
170.26,Debit,Chicago,ATM,Dewasa Muda,Student,265,1,1969.48,2024-11-04 08:07:32,1
337.73,Debit,San Antonio,Online,Lansia,Retired,107,4,7001.2,2024-11-04 08:07:28,2
330.61,Credit,Nashville,Branch,Lansia Muda,Retired,113,1,2525.25,2024-11-04 08:10:34,1
132.33,Credit,Phoenix,ATM,Dewasa,Engineer,47,1,7457.94,2024-11-04 08:08:40,2
672.74,Credit,Colorado Springs,Branch,Dewasa,Engineer,118,1,5386.52,2024-11-04 08:11:42,2
74.04,Debit,Memphis,Online,Dewasa Muda,Student,66,1,1690.23,2024-11-04 08:11:29,1
197.18,Debit,Tucson,Online,Dewasa Muda,Engineer,135,1,3114.92,2024-11-04 08:10:02,1
21.15,Debit,Columbus,Branch,Lansia,Retired,180,1,3466.74,2024-11-04 08:09:46,1
218.37,Debit,Houston,ATM,Lansia Muda,Doctor,105,1,9942.24,2024-11-04 08:10:54,0
590.01,Debit,San Jose,Online,Dewasa Muda,Doctor,140,3,9791.74,2024-11-04 08:07:46,0
697.82,Debit,New York,Online,Dewasa,Engineer,153,1,6824.0,2024-11-04 08:07:11,2
302.76,Debit,Sacramento,ATM,Dewasa,Engineer,88,3,8583.39,2024-11-04 08:11:08,2
148.0,Debit,Tucson,Branch,Dewasa Muda,Student,35,1,1488.65,2024-11-04 08:06:39,1
22.26,Debit,San Antonio,Branch,Dewasa Muda,Student,56,1,5583.88,2024-11-04 08:08:53,2
0.86,Debit,Colorado Springs,ATM,Dewasa Muda,Student,139,1,1357.22,2024-11-04 08:12:22,1
757.1,Debit,Atlanta,Branch,Lansia,Doctor,203,1,10553.23,2024-11-04 08:11:06,0
38.81,Credit,Virginia Beach,Online,Dewasa Muda,Student,145,1,1619.6,2024-11-04 08:12:12,1
76.51,Credit,Mesa,Online,Dewasa,Engineer,120,4,9475.4,2024-11-04 08:07:51,0
32.46,Debit,Charlotte,Online,Dewasa,Doctor,10,1,8656.18,2024-11-04 08:09:33,2
1022.75,Credit,San Jose,Branch,Lansia Muda,Doctor,158,1,207.74,2024-11-04 08:10:47,1
20.64,Debit,Charlotte,Branch,Dewasa Muda,Student,59,1,949.38,2024-11-04 08:09:17,1
662.11,Debit,Atlanta,Branch,Dewasa Muda,Student,219,1,1996.38,2024-11-04 08:07:34,1
288.77,Debit,Los Angeles,ATM,Lansia Muda,Engineer,110,1,8836.51,2024-11-04 08:09:44,2
35.05,Debit,Boston,Branch,Dewasa,Doctor,105,1,14330.47,2024-11-04 08:07:17,0
214.73,Credit,Los Angeles,ATM,Dewasa,Doctor,26,1,5368.42,2024-11-04 08:07:39,2
25.38,Debit,Louisville,Branch,Lansia Muda,Engineer,66,1,8616.05,2024-11-04 08:11:41,2
617.66,Debit,Memphis,ATM,Dewasa,Engineer,40,1,5906.58,2024-11-04 08:10:17,2
446.39,Debit,Houston,ATM,Lansia Muda,Retired,77,1,7863.6,2024-11-04 08:07:42,2
377.92,Debit,Raleigh,Branch,Dewasa,Engineer,204,1,2254.71,2024-11-04 08:06:53,1
11.04,Debit,Phoenix,Online,Dewasa,Engineer,43,1,6983.04,2024-11-04 08:10:40,2
275.46,Debit,Fort Worth,ATM,Dewasa,Doctor,67,1,9697.75,2024-11-04 08:12:13,0
179.76,Debit,Philadelphia,Online,Lansia,Retired,81,1,5909.52,2024-11-04 08:09:23,2
32.34,Debit,Kansas City,Branch,Dewasa,Doctor,45,1,7847.62,2024-11-04 08:09:28,2
273.92,Debit,Portland,Branch,Lansia,Retired,109,1,4543.56,2024-11-04 08:11:48,2
375.45,Debit,Fort Worth,Branch,Dewasa Muda,Student,32,1,1307.23,2024-11-04 08:08:31,1
388.98,Debit,Fresno,ATM,Dewasa Muda,Student,155,1,1819.91,2024-11-04 08:08:32,1
492.84,Debit,Indianapolis,ATM,Dewasa Muda,Student,38,1,577.67,2024-11-04 08:09:23,1
148.85,Debit,Mesa,ATM,Lansia Muda,Doctor,25,1,7802.36,2024-11-04 08:08:44,2
119.95,Credit,Philadelphia,Branch,Lansia Muda,Retired,47,5,2596.61,2024-11-04 08:10:27,1
391.66,Debit,Fresno,Branch,Lansia Muda,Engineer,103,1,2406.31,2024-11-04 08:06:44,1
185.99,Credit,Fresno,Branch,Dewasa,Engineer,53,1,402.45,2024-11-04 08:09:44,1
322.48,Debit,Jacksonville,ATM,Dewasa Muda,Student,57,1,1238.43,2024-11-04 08:11:25,1
20.27,Debit,Miami,Branch,Dewasa Muda,Student,22,1,796.35,2024-11-04 08:09:38,1
280.61,Debit,Mesa,ATM,Dewasa,Engineer,129,3,7888.76,2024-11-04 08:10:47,2
199.02,Debit,Houston,ATM,Lansia Muda,Retired,269,1,4658.89,2024-11-04 08:07:21,2
104.23,Credit,Louisville,Online,Lansia Muda,Retired,108,1,5009.29,2024-11-04 08:09:45,2
353.59,Credit,New York,Branch,Lansia Muda,Retired,109,5,1822.34,2024-11-04 08:10:53,1
55.86,Debit,Seattle,Online,Dewasa,Engineer,68,1,5346.46,2024-11-04 08:06:59,2
10.77,Debit,Indianapolis,ATM,Dewasa,Doctor,178,1,10704.95,2024-11-04 08:10:45,0
95.55,Debit,Louisville,Branch,Dewasa,Engineer,51,1,2434.74,2024-11-04 08:10:13,1
477.07,Debit,Columbus,Online,Dewasa Muda,Engineer,278,1,6568.07,2024-11-04 08:07:34,2
9.1,Credit,San Francisco,Online,Lansia Muda,Retired,63,1,2791.45,2024-11-04 08:09:56,1
21.41,Debit,Louisville,Online,Lansia Muda,Doctor,99,1,658.91,2024-11-04 08:08:40,1
278.28,Debit,Jacksonville,Branch,Dewasa Muda,Student,26,1,1346.88,2024-11-04 08:07:37,1
388.1,Credit,Los Angeles,Online,Lansia,Retired,40,1,3022.12,2024-11-04 08:07:32,1
215.39,Debit,Detroit,ATM,Dewasa Muda,Student,216,1,1582.55,2024-11-04 08:11:13,1
194.37,Debit,Milwaukee,ATM,Lansia,Doctor,161,1,14395.88,2024-11-04 08:09:28,0
37.7,Debit,Miami,ATM,Dewasa Muda,Student,109,1,1741.1,2024-11-04 08:12:08,1
19.59,Debit,Charlotte,Branch,Lansia Muda,Retired,122,1,1061.69,2024-11-04 08:10:31,1
81.35,Debit,Houston,Online,Dewasa,Engineer,103,1,7192.45,2024-11-04 08:07:04,2
314.54,Credit,Virginia Beach,Branch,Lansia Muda,Engineer,228,1,9923.45,2024-11-04 08:11:02,0
466.64,Debit,Las Vegas,ATM,Lansia Muda,Doctor,11,1,10915.11,2024-11-04 08:09:20,0
397.01,Debit,Los Angeles,ATM,Dewasa Muda,Student,100,1,719.52,2024-11-04 08:06:31,1
472.48,Debit,New York,Branch,Lansia Muda,Engineer,87,1,7128.82,2024-11-04 08:09:59,2
67.15,Debit,Indianapolis,Online,Lansia Muda,Doctor,14,1,9028.49,2024-11-04 08:10:53,2
102.67,Debit,Albuquerque,Branch,Lansia,Retired,119,1,4656.94,2024-11-04 08:06:32,2
460.09,Credit,Fresno,Online,Dewasa,Doctor,146,3,6990.64,2024-11-04 08:08:33,2
453.49,Debit,Seattle,Branch,Lansia,Doctor,147,1,6366.43,2024-11-04 08:08:56,2
267.17,Debit,Seattle,ATM,Dewasa Muda,Student,170,1,1382.62,2024-11-04 08:07:54,1
111.26,Debit,Boston,ATM,Lansia,Doctor,43,1,14350.11,2024-11-04 08:07:47,0
121.17,Debit,Phoenix,ATM,Lansia,Doctor,158,1,12990.77,2024-11-04 08:10:12,0
213.28,Debit,Mesa,Branch,Lansia Muda,Retired,94,1,4835.91,2024-11-04 08:11:27,2
187.88,Debit,Nashville,ATM,Lansia Muda,Engineer,180,1,2154.58,2024-11-04 08:10:56,1
471.88,Credit,San Jose,Online,Dewasa,Doctor,141,1,14833.34,2024-11-04 08:07:00,0
83.79,Debit,Nashville,ATM,Lansia Muda,Engineer,47,1,5061.3,2024-11-04 08:09:05,2
212.14,Debit,Austin,Branch,Lansia,Retired,105,1,7225.06,2024-11-04 08:08:46,2
99.16,Debit,San Francisco,Online,Lansia,Retired,202,1,2607.58,2024-11-04 08:10:27,1
839.33,Credit,Louisville,Branch,Lansia Muda,Doctor,86,1,11538.97,2024-11-04 08:09:21,0
29.91,Credit,Philadelphia,Online,Lansia,Retired,43,3,2834.84,2024-11-04 08:08:39,1
4.24,Debit,San Diego,Online,Dewasa,Engineer,38,1,7822.73,2024-11-04 08:07:54,2
50.29,Credit,Raleigh,Online,Lansia Muda,Doctor,64,1,7604.9,2024-11-04 08:07:16,2
135.85,Debit,Fresno,Online,Lansia Muda,Retired,269,1,1480.39,2024-11-04 08:08:16,1
368.53,Debit,Raleigh,Branch,Lansia,Doctor,34,1,13696.31,2024-11-04 08:06:56,0
17.95,Credit,Sacramento,Branch,Lansia Muda,Doctor,135,1,12344.9,2024-11-04 08:09:36,0
127.8,Credit,Virginia Beach,Branch,Dewasa,Engineer,47,1,8630.99,2024-11-04 08:07:02,2
16.73,Debit,Houston,Online,Dewasa,Engineer,48,1,2202.62,2024-11-04 08:09:36,1
317.12,Debit,Fort Worth,Branch,Dewasa,Doctor,80,1,14409.74,2024-11-04 08:08:08,0
476.63,Debit,Charlotte,ATM,Lansia,Retired,115,1,4894.25,2024-11-04 08:09:09,2
156.58,Debit,Portland,Branch,Dewasa Muda,Student,160,1,8981.61,2024-11-04 08:09:39,2
55.12,Credit,Houston,Online,Dewasa,Engineer,261,1,3791.99,2024-11-04 08:11:19,1
15.74,Debit,Denver,Branch,Dewasa Muda,Student,38,1,690.16,2024-11-04 08:10:02,1
353.68,Debit,Las Vegas,Online,Lansia,Retired,145,1,6777.12,2024-11-04 08:08:35,2
297.15,Debit,Phoenix,Online,Lansia,Retired,178,1,5449.37,2024-11-04 08:10:07,2
647.85,Debit,Omaha,Branch,Dewasa,Doctor,121,1,13779.97,2024-11-04 08:09:34,0
75.04,Debit,El Paso,ATM,Dewasa,Engineer,178,1,9648.6,2024-11-04 08:07:28,0
273.92,Debit,Virginia Beach,Online,Dewasa Muda,Student,35,1,1029.15,2024-11-04 08:09:46,1
215.8,Credit,Jacksonville,Branch,Lansia Muda,Retired,66,1,3656.62,2024-11-04 08:08:31,1
963.77,Debit,Louisville,ATM,Dewasa,Engineer,248,1,6710.51,2024-11-04 08:10:12,2
420.6,Debit,Louisville,Branch,Dewasa Muda,Student,55,1,1778.75,2024-11-04 08:09:30,1
688.36,Credit,Memphis,Branch,Dewasa Muda,Student,22,1,5191.13,2024-11-04 08:11:05,2
285.18,Credit,Sacramento,Branch,Lansia Muda,Doctor,150,1,14847.97,2024-11-04 08:09:38,0
213.55,Debit,Boston,ATM,Lansia Muda,Doctor,15,1,5238.37,2024-11-04 08:07:06,2
463.11,Credit,Las Vegas,Branch,Lansia Muda,Doctor,159,1,10238.82,2024-11-04 08:07:18,0
150.03,Debit,Columbus,ATM,Lansia,Retired,176,1,7491.42,2024-11-04 08:11:30,2
428.61,Debit,Fresno,Branch,Lansia Muda,Retired,131,1,2116.36,2024-11-04 08:07:48,1
309.56,Debit,Charlotte,Online,Lansia Muda,Doctor,147,1,972.04,2024-11-04 08:09:17,1
377.08,Credit,Mesa,Branch,Dewasa Muda,Student,71,1,6430.86,2024-11-04 08:10:33,2
77.25,Debit,Virginia Beach,Branch,Lansia,Doctor,157,1,14077.97,2024-11-04 08:07:50,0
146.92,Debit,Portland,ATM,Lansia Muda,Retired,272,1,3990.6,2024-11-04 08:07:41,1
126.6,Debit,San Antonio,Branch,Dewasa Muda,Student,146,1,961.65,2024-11-04 08:08:35,1
101.34,Debit,Boston,ATM,Dewasa Muda,Student,46,1,703.26,2024-11-04 08:10:15,1
184.97,Debit,Denver,Branch,Lansia Muda,Doctor,268,1,1156.67,2024-11-04 08:11:06,1
451.15,Debit,Colorado Springs,ATM,Dewasa,Engineer,175,1,1356.47,2024-11-04 08:10:45,1
516.47,Credit,Charlotte,ATM,Dewasa Muda,Student,94,1,1305.06,2024-11-04 08:09:51,1
880.04,Debit,Sacramento,ATM,Dewasa Muda,Student,29,1,261.97,2024-11-04 08:07:37,1
353.69,Debit,San Jose,Online,Lansia Muda,Engineer,163,1,9500.79,2024-11-04 08:08:51,0
66.69,Credit,San Antonio,Branch,Dewasa Muda,Student,140,1,1210.33,2024-11-04 08:07:16,1
95.75,Debit,Los Angeles,Branch,Dewasa,Engineer,169,1,337.62,2024-11-04 08:07:32,1
43.91,Debit,Albuquerque,Online,Dewasa Muda,Student,86,1,1806.68,2024-11-04 08:12:22,1
98.03,Debit,El Paso,Branch,Lansia Muda,Engineer,165,1,6323.45,2024-11-04 08:08:36,2
617.66,Debit,Boston,ATM,Dewasa,Engineer,128,1,7155.95,2024-11-04 08:08:03,2
888.57,Debit,San Antonio,Online,Lansia Muda,Retired,102,1,7896.14,2024-11-04 08:10:57,2
107.48,Debit,Omaha,Branch,Dewasa Muda,Student,129,1,591.23,2024-11-04 08:08:11,1
36.57,Debit,Omaha,ATM,Lansia Muda,Retired,69,1,2583.07,2024-11-04 08:07:02,1
575.62,Debit,Oklahoma City,Online,Dewasa,Doctor,129,1,234.41,2024-11-04 08:11:33,1
84.89,Debit,San Jose,ATM,Dewasa,Engineer,70,1,4735.61,2024-11-04 08:12:16,2
832.3,Credit,Austin,Branch,Lansia,Retired,86,1,6617.52,2024-11-04 08:06:47,2
180.65,Debit,Charlotte,Branch,Dewasa Muda,Student,38,5,816.01,2024-11-04 08:09:50,1
7.76,Credit,Las Vegas,Online,Lansia Muda,Retired,84,1,7393.11,2024-11-04 08:12:15,2
109.3,Debit,Fort Worth,Branch,Lansia Muda,Doctor,27,1,13510.11,2024-11-04 08:06:29,0
230.08,Debit,Austin,Online,Lansia,Retired,124,1,4466.1,2024-11-04 08:11:47,2
361.92,Debit,Detroit,ATM,Lansia Muda,Retired,111,1,7474.31,2024-11-04 08:10:23,2
71.29,Debit,Chicago,ATM,Lansia,Retired,55,2,7225.63,2024-11-04 08:07:50,2
122.45,Debit,New York,Branch,Dewasa,Doctor,98,1,7255.49,2024-11-04 08:07:54,2
642.53,Debit,Mesa,ATM,Lansia,Doctor,128,1,11417.91,2024-11-04 08:12:10,0
62.86,Debit,Houston,Branch,Dewasa Muda,Student,31,1,1040.43,2024-11-04 08:10:33,1
175.21,Credit,Mesa,ATM,Lansia,Doctor,69,1,6039.04,2024-11-04 08:08:37,2
168.0,Credit,Tucson,Branch,Dewasa,Engineer,11,1,3498.58,2024-11-04 08:12:20,1
11.46,Debit,Chicago,Online,Lansia,Retired,73,1,6628.75,2024-11-04 08:07:19,2
382.07,Credit,Omaha,Branch,Lansia Muda,Doctor,147,1,10156.09,2024-11-04 08:08:17,0
13.48,Debit,Las Vegas,Online,Dewasa Muda,Student,20,3,521.88,2024-11-04 08:10:20,1
65.32,Debit,Mesa,ATM,Dewasa Muda,Student,54,1,9165.02,2024-11-04 08:11:09,0
83.07,Debit,Miami,Branch,Dewasa Muda,Engineer,291,4,6704.76,2024-11-04 08:10:42,2
730.1,Credit,Chicago,Branch,Lansia,Retired,93,1,6384.05,2024-11-04 08:06:48,2
85.31,Debit,Kansas City,ATM,Lansia Muda,Retired,27,1,6095.65,2024-11-04 08:08:13,2
726.61,Debit,Phoenix,ATM,Dewasa Muda,Student,277,1,1008.76,2024-11-04 08:10:14,1
130.4,Debit,Raleigh,Branch,Dewasa,Engineer,63,1,4381.24,2024-11-04 08:09:41,2
68.1,Debit,Milwaukee,ATM,Dewasa Muda,Student,47,1,1382.8,2024-11-04 08:10:15,1
65.26,Debit,Sacramento,Branch,Dewasa Muda,Student,72,1,7380.63,2024-11-04 08:10:54,2
191.62,Debit,Jacksonville,Branch,Lansia Muda,Doctor,51,1,1981.67,2024-11-04 08:07:04,1
212.88,Debit,Fresno,Online,Dewasa,Doctor,122,1,7036.72,2024-11-04 08:11:36,2
88.38,Debit,Virginia Beach,ATM,Dewasa,Engineer,138,1,3707.82,2024-11-04 08:08:14,1
48.77,Credit,Austin,Online,Dewasa,Engineer,51,1,2040.16,2024-11-04 08:08:21,1
289.1,Debit,Baltimore,ATM,Dewasa Muda,Student,206,1,267.53,2024-11-04 08:09:54,1
390.09,Debit,El Paso,Online,Dewasa Muda,Engineer,49,1,2617.23,2024-11-04 08:10:14,1
48.29,Debit,San Diego,Online,Dewasa,Engineer,242,1,8883.4,2024-11-04 08:07:56,2
333.83,Debit,Fresno,ATM,Lansia Muda,Retired,135,1,1660.66,2024-11-04 08:11:07,1
1074.29,Debit,Portland,Branch,Lansia,Retired,79,1,2011.6,2024-11-04 08:11:13,1
100.27,Debit,Miami,Online,Lansia,Retired,51,1,4309.9,2024-11-04 08:10:38,2
44.54,Debit,San Antonio,ATM,Dewasa,Engineer,164,1,362.4,2024-11-04 08:07:59,1
1156.18,Credit,Phoenix,Online,Lansia Muda,Doctor,40,1,836.69,2024-11-04 08:11:37,1
82.17,Debit,Fort Worth,Branch,Dewasa Muda,Student,21,1,1913.06,2024-11-04 08:09:37,1
1045.45,Debit,Baltimore,Online,Dewasa Muda,Student,150,1,563.46,2024-11-04 08:11:59,1
447.42,Debit,Charlotte,Online,Dewasa,Engineer,65,1,6133.22,2024-11-04 08:08:15,2
590.26,Credit,Austin,Branch,Dewasa Muda,Student,48,1,1068.28,2024-11-04 08:08:42,1
